AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Gene	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	Study_type	collected_by	collection_date	geo_loc_name	host	host_disease	isolate	isolation_source	sample_type	strain	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
298	SAMN09356281	sra	ncbi		SRX4169735	DHPS, DHFR, CRT, MDR1	Haiti_10016	2018-06-05	1	1	Plasmodium falciparum	2018-06-05	SRR7265655	SRS3381680	18HTxx00x9897PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10016	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
285	SAMN09356280	sra	ncbi		SRX4169734	DHPS, DHFR, CRT, MDR1	Haiti_10007	2018-06-05	9	5	Plasmodium falciparum	2018-06-05	SRR7265656	SRS3381679	18HTxx00x9891PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10007	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
288	SAMN09356279	sra	ncbi		SRX4169733	DHPS, DHFR, CRT, MDR1	Haiti_10004	2018-06-05	5	2	Plasmodium falciparum	2018-06-05	SRR7265657	SRS3381678	18HTxx00x9888PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10004	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
301	SAMN09356278	sra	ncbi		SRX4169732	DHPS, DHFR, CRT, MDR1	Haiti_10003	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265658	SRS3381677	18HTxx00x9883PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10003	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
268	SAMN09356277	sra	ncbi		SRX4169731	DHPS, DHFR, CRT, MDR1	Haiti_9999 SP	2018-06-05	13	7	Plasmodium falciparum	2018-06-05	SRR7265659	SRS3381676	18HTxx00x9999SPfF0510	Drug Resistance Surveillance and Research (Haiti)		2017	Haiti	"Homo Sapiens"		Haiti_9999 SP	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
277	SAMN09356276	sra	ncbi		SRX4169730	DHPS, DHFR, CRT, MDR1	Haiti_9999	2018-06-05	11	5	Plasmodium falciparum	2018-06-05	SRR7265660	SRS3381674	18HTxx00x9871PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9999	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
240	SAMN09356275	sra	ncbi		SRX4169729	DHPS, DHFR, CRT, MDR1	Haiti_9996	2018-06-05	6	3	Plasmodium falciparum	2018-06-05	SRR7265661	SRS3381675	18HTxx00x9867PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9996	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
240	SAMN09356274	sra	ncbi		SRX4169728	DHPS, DHFR, CRT, MDR1	Haiti_9995	2018-06-05	5	2	Plasmodium falciparum	2018-06-05	SRR7265662	SRS3381673	18HTxx00x9865PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9995	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
268	SAMN09356283	sra	ncbi		SRX4169727	DHPS, DHFR, CRT, MDR1	Haiti_10022	2018-06-05	5	3	Plasmodium falciparum	2018-06-05	SRR7265663	SRS3381672	18HTxx00x9925PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10022	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
267	SAMN09356282	sra	ncbi		SRX4169726	DHPS, DHFR, CRT, MDR1	Haiti_10018	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265664	SRS3381671	18HTxx00x9918PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10018	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
296	SAMN09356202	sra	ncbi		SRX4169725	DHPS, DHFR, CRT, MDR1	Haiti_9577	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265665	SRS3381670	18HTxx00x10044PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9577	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
292	SAMN09356203	sra	ncbi		SRX4169724	DHPS, DHFR, CRT, MDR1	Haiti_9580	2018-06-05	2	1	Plasmodium falciparum	2018-06-05	SRR7265666	SRS3381669	18HTxx00x10058PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9580	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
259	SAMN09356198	sra	ncbi		SRX4169723	DHPS, DHFR, CRT, MDR1	Haiti_9545	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265667	SRS3381668	18HTxx00x10018PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9545	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
251	SAMN09356199	sra	ncbi		SRX4169722	DHPS, DHFR, CRT, MDR1	Haiti_9551	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265668	SRS3381667	18HTxx00x10022PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9551	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
260	SAMN09356200	sra	ncbi		SRX4169721	DHPS, DHFR, CRT, MDR1	Haiti_9552	2018-06-05	7	3	Plasmodium falciparum	2018-06-05	SRR7265669	SRS3381666	18HTxx00x10033PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9552	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
262	SAMN09356201	sra	ncbi		SRX4169720	DHPS, DHFR, CRT, MDR1	Haiti_9566	2018-06-05	7	3	Plasmodium falciparum	2018-06-05	SRR7265670	SRS3381665	18HTxx00x10039PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9566	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
269	SAMN09356194	sra	ncbi		SRX4169719	DHPS, DHFR, CRT, MDR1	Haiti_9533	2018-06-05	2	1	Plasmodium falciparum	2018-06-05	SRR7265671	SRS3381664	18HTxx00x10003PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9533	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
276	SAMN09356195	sra	ncbi		SRX4169718	DHPS, DHFR, CRT, MDR1	Haiti_9535	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265672	SRS3381663	18HTxx00x10004PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9535	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
299	SAMN09356196	sra	ncbi		SRX4169717	DHPS, DHFR, CRT, MDR1	Haiti_9540	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265673	SRS3381662	18HTxx00x10007PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9540	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
289	SAMN09356197	sra	ncbi		SRX4169716	DHPS, DHFR, CRT, MDR1	Haiti_9544	2018-06-05	5	2	Plasmodium falciparum	2018-06-05	SRR7265674	SRS3381661	18HTxx00x10016PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9544	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
292	SAMN09356284	sra	ncbi		SRX4169715	DHPS, DHFR, CRT, MDR1	Haiti_10033	2018-06-05	7	3	Plasmodium falciparum	2018-06-05	SRR7265675	SRS3381660	18HTxx00x9926PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10033	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
287	SAMN09356285	sra	ncbi		SRX4169714	DHPS, DHFR, CRT, MDR1	Haiti_10039	2018-06-05	12	6	Plasmodium falciparum	2018-06-05	SRR7265676	SRS3381659	18HTxx00x9929PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10039	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
279	SAMN09356286	sra	ncbi		SRX4169713	DHPS, DHFR, CRT, MDR1	Haiti_10044	2018-06-05	6	3	Plasmodium falciparum	2018-06-05	SRR7265677	SRS3381658	18HTxx00x9934PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10044	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
264	SAMN09356287	sra	ncbi		SRX4169712	DHPS, DHFR, CRT, MDR1	Haiti_10058	2018-06-05	10	5	Plasmodium falciparum	2018-06-05	SRR7265678	SRS3381657	18HTxx00x9940PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10058	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
278	SAMN09356288	sra	ncbi		SRX4169711	DHPS, DHFR, CRT, MDR1	Haiti_10069	2018-06-05	12	6	Plasmodium falciparum	2018-06-05	SRR7265679	SRS3381656	18HTxx00x9943PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10069	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
277	SAMN09356289	sra	ncbi		SRX4169710	DHPS, DHFR, CRT, MDR1	Haiti_10102	2018-06-05	27	14	Plasmodium falciparum	2018-06-05	SRR7265680	SRS3381655	18HTxx00x9949PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10102	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
256	SAMN09356290	sra	ncbi		SRX4169709	DHPS, DHFR, CRT, MDR1	Haiti_10104	2018-06-05	8	4	Plasmodium falciparum	2018-06-05	SRR7265681	SRS3381653	18HTxx00x9950PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10104	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
291	SAMN09356291	sra	ncbi		SRX4169708	DHPS, DHFR, CRT, MDR1	Haiti_10110	2018-06-05	7	4	Plasmodium falciparum	2018-06-05	SRR7265682	SRS3381654	18HTxx00x9955PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10110	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
296	SAMN09356292	sra	ncbi		SRX4169707	DHPS, DHFR, CRT, MDR1	Haiti_10118	2018-06-05	6	3	Plasmodium falciparum	2018-06-05	SRR7265683	SRS3381652	18HTxx00x9989PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10118	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
273	SAMN09356293	sra	ncbi		SRX4169706	DHPS, DHFR, CRT, MDR1	Haiti_10167	2018-06-05	9	4	Plasmodium falciparum	2018-06-05	SRR7265684	SRS3381651	18HTxx00x9995PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_10167	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
301	SAMN09356212	sra	ncbi		SRX4169705	DHPS, DHFR, CRT, MDR1	Haiti_9620	2018-06-05	3	2	Plasmodium falciparum	2018-06-05	SRR7265685	SRS3381650	18HTxx00x9533PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9620	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
286	SAMN09356213	sra	ncbi		SRX4169704	DHPS, DHFR, CRT, MDR1	Haiti_9621	2018-06-05	19	10	Plasmodium falciparum	2018-06-05	SRR7265686	SRS3381649	18HTxx00x9535PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9621	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
300	SAMN09356204	sra	ncbi		SRX4169703	DHPS, DHFR, CRT, MDR1	Haiti_9583	2018-06-05	1	0	Plasmodium falciparum	2018-06-05	SRR7265687	SRS3381648	18HTxx00x10069PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9583	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
294	SAMN09356205	sra	ncbi		SRX4169702	DHPS, DHFR, CRT, MDR1	Haiti_9584	2018-06-05	2	1	Plasmodium falciparum	2018-06-05	SRR7265688	SRS3381647	18HTxx00x10102PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9584	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
275	SAMN09356206	sra	ncbi		SRX4169701	DHPS, DHFR, CRT, MDR1	Haiti_9588	2018-06-05	2	1	Plasmodium falciparum	2018-06-05	SRR7265689	SRS3381645	18HTxx00x10104PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9588	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
280	SAMN09356207	sra	ncbi		SRX4169700	DHPS, DHFR, CRT, MDR1	Haiti_9593	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265690	SRS3381646	18HTxx00x10110PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9593	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
301	SAMN09356208	sra	ncbi		SRX4169699	DHPS, DHFR, CRT, MDR1	Haiti_9604	2018-06-05	2	1	Plasmodium falciparum	2018-06-05	SRR7265691	SRS3381644	18HTxx00x10118PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9604	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
278	SAMN09356209	sra	ncbi		SRX4169698	DHPS, DHFR, CRT, MDR1	Haiti_9610	2018-06-05	6	3	Plasmodium falciparum	2018-06-05	SRR7265692	SRS3381643	18HTxx00x10167PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9610	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
288	SAMN09356210	sra	ncbi		SRX4169697	DHPS, DHFR, CRT, MDR1	Haiti_9616	2018-06-05	1	0	Plasmodium falciparum	2018-06-05	SRR7265693	SRS3381642	18HTxx00x10184PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9616	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
293	SAMN09356211	sra	ncbi		SRX4169696	DHPS, DHFR, CRT, MDR1	Haiti_9619	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265694	SRS3381641	18HTxx00x10188PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9619	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
301	SAMN09356219	sra	ncbi		SRX4169695	DHPS, DHFR, CRT, MDR1	Haiti_9671	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265695	SRS3381640	18HTxx00x9566PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9671	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
280	SAMN09356218	sra	ncbi		SRX4169694	DHPS, DHFR, CRT, MDR1	Haiti_9665	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265696	SRS3381639	18HTxx00x9552PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9665	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
319	SAMN09356221	sra	ncbi		SRX4169693	DHPS, DHFR, CRT, MDR1	Haiti_9676	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265697	SRS3381638	18HTxx00x9580PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9676	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
277	SAMN09356220	sra	ncbi		SRX4169692	DHPS, DHFR, CRT, MDR1	Haiti_9672	2018-06-05	9	5	Plasmodium falciparum	2018-06-05	SRR7265698	SRS3381636	18HTxx00x9577PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9672	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
271	SAMN09356215	sra	ncbi		SRX4169691	DHPS, DHFR, CRT, MDR1	Haiti_9650	2018-06-05	7	4	Plasmodium falciparum	2018-06-05	SRR7265699	SRS3381637	18HTxx00x9544PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9650	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
309	SAMN09356214	sra	ncbi		SRX4169690	DHPS, DHFR, CRT, MDR1	Haiti_9645	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265700	SRS3381635	18HTxx00x9540PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9645	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
258	SAMN09356217	sra	ncbi		SRX4169689	DHPS, DHFR, CRT, MDR1	Haiti_9661	2018-06-05	3	2	Plasmodium falciparum	2018-06-05	SRR7265701	SRS3381634	18HTxx00x9551PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9661	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
277	SAMN09356216	sra	ncbi		SRX4169688	DHPS, DHFR, CRT, MDR1	Haiti_9659	2018-06-05	5	3	Plasmodium falciparum	2018-06-05	SRR7265702	SRS3381633	18HTxx00x9545PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9659	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
315	SAMN09356223	sra	ncbi		SRX4169687	DHPS, DHFR, CRT, MDR1	Haiti_9686	2018-06-05	6	3	Plasmodium falciparum	2018-06-05	SRR7265703	SRS3381632	18HTxx00x9584PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9686	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
319	SAMN09356222	sra	ncbi		SRX4169686	DHPS, DHFR, CRT, MDR1	Haiti_9677	2018-06-05	3	2	Plasmodium falciparum	2018-06-05	SRR7265704	SRS3381630	18HTxx00x9583PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9677	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
301	SAMN09356230	sra	ncbi		SRX4169685	DHPS, DHFR, CRT, MDR1	Haiti_9713	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265705	SRS3381631	18HTxx00x9620PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9713	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
282	SAMN09356231	sra	ncbi		SRX4169684	DHPS, DHFR, CRT, MDR1	Haiti_9725	2018-06-05	7	4	Plasmodium falciparum	2018-06-05	SRR7265706	SRS3381629	18HTxx00x9621PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9725	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
293	SAMN09356228	sra	ncbi		SRX4169683	DHPS, DHFR, CRT, MDR1	Haiti_9706	2018-06-05	5	3	Plasmodium falciparum	2018-06-05	SRR7265707	SRS3381628	18HTxx00x9616PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9706	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
284	SAMN09356229	sra	ncbi		SRX4169682	DHPS, DHFR, CRT, MDR1	Haiti_9710	2018-06-05	4	2	Plasmodium falciparum	2018-06-05	SRR7265708	SRS3381627	18HTxx00x9619PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9710	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
300	SAMN09356226	sra	ncbi		SRX4169681	DHPS, DHFR, CRT, MDR1	Haiti_9697	2018-06-05	3	1	Plasmodium falciparum	2018-06-05	SRR7265709	SRS3381626	18HTxx00x9604PfF0510			2017	Haiti	"Homo Sapiens"		Haiti_9697	blood	Dried blood filter paper		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
